sent_id	split	source	sentence	tokens_json
s130	train	Kauṣītakibrāhmaṇa	prāṇaḥ eva apāne juhoti apānaḥ prāṇe	[{"form": "prāṇaḥ", "kind": "noun", "lemma": "prāṇa", "slot": "nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "apāne", "kind": "noun", "lemma": "apāna", "slot": "loc:sg"}, {"form": "juhoti", "kind": "verb", "lemma": "hu", "slot": "3:sg"}, {"form": "apānaḥ", "kind": "noun", "lemma": "apāna", "slot": "nom:sg"}, {"form": "prāṇe", "kind": "noun", "lemma": "prāṇa", "slot": "loc:sg"}]
s131	train	Kauṣītakibrāhmaṇa	svena eva tat chandasā agnim stauti	[{"form": "svena", "kind": "adj", "lemma": "sva", "slot": "n:ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "chandasā", "kind": "noun", "lemma": "chandas", "slot": "ins:sg"}, {"form": "agnim", "kind": "noun", "lemma": "agni", "slot": "acc:sg"}, {"form": "stauti", "kind": "verb", "lemma": "stu", "slot": "3:sg"}]
s132	train	Kauṣītakibrāhmaṇa	agne mahān asi brāhmaṇa bhārata iti	[{"form": "agne", "kind": "noun", "lemma": "agni", "slot": "voc:sg"}, {"form": "mahān", "kind": "adj", "lemma": "mahat", "slot": "m:nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "brāhmaṇa", "kind": "noun", "lemma": "brāhmaṇa", "slot": "voc:sg"}, {"form": "bhārata", "kind": "noun", "lemma": "bhārata", "slot": "voc:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s133	train	Kauṣītakibrāhmaṇa	brahmaṇā eva tat devebhyaḥ haviḥ prayacchati	[{"form": "brahmaṇā", "kind": "noun", "lemma": "brahman", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "devebhyaḥ", "kind": "noun", "lemma": "deva", "slot": "dat:pl"}, {"form": "haviḥ", "kind": "noun", "lemma": "havis", "slot": "acc:sg"}, {"form": "prayacchati", "kind": "verb", "lemma": "prayam", "slot": "3:sg"}]
s134	train	Kauṣītakibrāhmaṇa	sarveṇa eva tat vācaḥ vikāreṇa devebhyaḥ haviḥ prayacchati	[{"form": "sarveṇa", "kind": "adj", "lemma": "sarva", "slot": "m:ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "vācaḥ", "kind": "noun", "lemma": "vāc", "slot": "gen:sg"}, {"form": "vikāreṇa", "kind": "noun", "lemma": "vikāra", "slot": "ins:sg"}, {"form": "devebhyaḥ", "kind": "noun", "lemma": "deva", "slot": "dat:pl"}, {"form": "haviḥ", "kind": "noun", "lemma": "havis", "slot": "acc:sg"}, {"form": "prayacchati", "kind": "verb", "lemma": "prayam", "slot": "3:sg"}]
s135	train	Kauṣītakibrāhmaṇa	brahmaṇā eva tat ātmānam samardhayati	[{"form": "brahmaṇā", "kind": "noun", "lemma": "brahman", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ātmānam", "kind": "noun", "lemma": "ātman", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s136	train	Kauṣītakibrāhmaṇa	tat yajuḥ yajuṣi dadhāti	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "yajuḥ", "kind": "noun", "lemma": "yajus", "slot": "acc:sg"}, {"form": "yajuṣi", "kind": "noun", "lemma": "yajus", "slot": "loc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s137	eval	Kauṣītakibrāhmaṇa	amṛtam tat praviśati	[{"form": "amṛtam", "kind": "noun", "lemma": "amṛta", "slot": "acc:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "praviśati", "kind": "verb", "lemma": "praviś", "slot": "3:sg"}]
s138	train	Kauṣītakibrāhmaṇa	ātmanā eva tat yajñam samardhayati	[{"form": "ātmanā", "kind": "noun", "lemma": "ātman", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "yajñam", "kind": "noun", "lemma": "yajña", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s139	train	Kauṣītakibrāhmaṇa	brahmaṇā eva tat śiraḥ samardhayati	[{"form": "brahmaṇā", "kind": "noun", "lemma": "brahman", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "śiraḥ", "kind": "noun", "lemma": "śiras", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s140	train	Kauṣītakibrāhmaṇa	brahmaṇā eva tat yajñam samardhayati	[{"form": "brahmaṇā", "kind": "noun", "lemma": "brahman", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "yajñam", "kind": "noun", "lemma": "yajña", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s141	train	Kauṣītakibrāhmaṇa	tat adhvaryuḥ āhutim juhoti	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "adhvaryuḥ", "kind": "noun", "lemma": "adhvaryu", "slot": "nom:sg"}, {"form": "āhutim", "kind": "noun", "lemma": "āhuti", "slot": "acc:sg"}, {"form": "juhoti", "kind": "verb", "lemma": "hu", "slot": "3:sg"}]
s142	train	Kauṣītakibrāhmaṇa	annena tat annādyam samardhayati	[{"form": "annena", "kind": "noun", "lemma": "anna", "slot": "ins:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "annādyam", "kind": "noun", "lemma": "annādya", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s143	train	Kauṣītakibrāhmaṇa	paśau paśau eva adhvaryuḥ saṃpreṣyati	[{"form": "paśau", "kind": "noun", "lemma": "paśu", "slot": "loc:sg"}, {"form": "paśau", "kind": "noun", "lemma": "paśu", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "adhvaryuḥ", "kind": "noun", "lemma": "adhvaryu", "slot": "nom:sg"}, {"form": "saṃpreṣyati", "kind": "verb", "lemma": "saṃpreṣ", "slot": "3:sg"}]
s144	train	Kauṣītakibrāhmaṇa	mukhe tat vācam dadhāti	[{"form": "mukhe", "kind": "noun", "lemma": "mukha", "slot": "loc:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "vācam", "kind": "noun", "lemma": "vāc", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s145	eval	Kauṣītakibrāhmaṇa	sarvābhiḥ eva tat devatābhiḥ pratipadyate	[{"form": "sarvābhiḥ", "kind": "adj", "lemma": "sarva", "slot": "f:ins:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "devatābhiḥ", "kind": "noun", "lemma": "devatā", "slot": "ins:pl"}, {"form": "pratipadyate", "kind": "verb", "lemma": "pratipad", "slot": "3:sg"}]
s146	train	Kauṣītakibrāhmaṇa	tat paramam stomam āpnoti	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "paramam", "kind": "adj", "lemma": "parama", "slot": "m:acc:sg"}, {"form": "stomam", "kind": "noun", "lemma": "stoma", "slot": "acc:sg"}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s147	train	Kauṣītakibrāhmaṇa	tat ṛtum āpnoti ṛtunā saṃvatsaram	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ṛtum", "kind": "noun", "lemma": "ṛtu", "slot": "acc:sg"}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}, {"form": "ṛtunā", "kind": "noun", "lemma": "ṛtu", "slot": "ins:sg"}, {"form": "saṃvatsaram", "kind": "noun", "lemma": "saṃvatsara", "slot": "acc:sg"}]
s148	eval	Kauṣītakibrāhmaṇa	vācā eva tat śiraḥ samardhayati	[{"form": "vācā", "kind": "noun", "lemma": "vāc", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "śiraḥ", "kind": "noun", "lemma": "śiras", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s149	train	Kauṣītakyupaniṣad	tasmin brahmā āste	[{"form": "tasmin", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "brahmā", "kind": "noun", "lemma": "brahman", "slot": "nom:sg"}, {"form": "āste", "kind": "verb", "lemma": "ās", "slot": "3:sg"}]
s150	train	Kaṭhāraṇyaka	yajñasya eva śiraḥ saṃbharati	[{"form": "yajñasya", "kind": "noun", "lemma": "yajña", "slot": "gen:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "śiraḥ", "kind": "noun", "lemma": "śiras", "slot": "acc:sg"}, {"form": "saṃbharati", "kind": "verb", "lemma": "sambhṛ", "slot": "3:sg"}]
s151	train	Kaṭhāraṇyaka	indrasya ojaḥ asi iti	[{"form": "indrasya", "kind": "noun", "lemma": "indra", "slot": "gen:sg"}, {"form": "ojaḥ", "kind": "noun", "lemma": "ojas", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s152	train	Kaṭhāraṇyaka	yajñasya eva śiraḥ karoti	[{"form": "yajñasya", "kind": "noun", "lemma": "yajña", "slot": "gen:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "śiraḥ", "kind": "noun", "lemma": "śiras", "slot": "acc:sg"}, {"form": "karoti", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s153	eval	Kaṭhāraṇyaka	tejasi eva tejaḥ dadhāti	[{"form": "tejasi", "kind": "noun", "lemma": "tejas", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tejaḥ", "kind": "noun", "lemma": "tejas", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s154	train	Kaṭhāraṇyaka	gāyatrīm chandaḥ praviśāmi iti	[{"form": "gāyatrīm", "kind": "noun", "lemma": "gāyatrī", "slot": "acc:sg"}, {"form": "chandaḥ", "kind": "noun", "lemma": "chandas", "slot": "acc:sg"}, {"form": "praviśāmi", "kind": "verb", "lemma": "praviś", "slot": "1:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s155	train	Kaṭhāraṇyaka	chandāṃsi praviśāmi iti	[{"form": "chandāṃsi", "kind": "noun", "lemma": "chandas", "slot": "acc:pl"}, {"form": "praviśāmi", "kind": "verb", "lemma": "praviś", "slot": "1:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s156	train	Kaṭhāraṇyaka	cakṣuṣoḥ eva cakṣuḥ dadhāti	[{"form": "cakṣuṣoḥ", "kind": "noun", "lemma": "cakṣus", "slot": "loc:du"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "cakṣuḥ", "kind": "noun", "lemma": "cakṣus", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s157	train	Kaṭhāraṇyaka	cakṣuṣī eva tat karoti	[{"form": "cakṣuṣī", "kind": "noun", "lemma": "cakṣus", "slot": "acc:du"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "karoti", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s158	train	Kaṭhāraṇyaka	udaram eva tat karoti	[{"form": "udaram", "kind": "noun", "lemma": "udara", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "karoti", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s159	train	Kaṭhāraṇyaka	pādau eva tat karoti	[{"form": "pādau", "kind": "noun", "lemma": "pāda", "slot": "acc:du"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "karoti", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s160	train	Kaṭhāraṇyaka	nābhim eva tat karoti	[{"form": "nābhim", "kind": "noun", "lemma": "nābhi", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "karoti", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s161	train	Kaṭhāraṇyaka	aśvinau vrate bhavataḥ	[{"form": "aśvinau", "kind": "noun", "lemma": "aśvin", "slot": "nom:du"}, {"form": "vrate", "kind": "noun", "lemma": "vrata", "slot": "nom:du"}, {"form": "bhavataḥ", "kind": "verb", "lemma": "bhū", "slot": "3:du"}]
s162	train	Kāṭhakasaṃhitā	rakṣasām bhāgaḥ asi	[{"form": "rakṣasām", "kind": "noun", "lemma": "rakṣas", "slot": "gen:pl"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s163	train	Kāṭhakasaṃhitā	agnau eva tat juhoti	[{"form": "agnau", "kind": "noun", "lemma": "agni", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "juhoti", "kind": "verb", "lemma": "hu", "slot": "3:sg"}]
s164	train	Kāṭhakasaṃhitā	ambhaḥ stha iti	[{"form": "ambhaḥ", "kind": "noun", "lemma": "ambhas", "slot": "nom:sg"}, {"form": "stha", "kind": "verb", "lemma": "as", "slot": "2:pl"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s165	train	Kāṭhakasaṃhitā	brahmaṇaḥ yoneḥ prajāḥ prajāyante	[{"form": "brahmaṇaḥ", "kind": "noun", "lemma": "brahman", "slot": "abl:sg"}, {"form": "yoneḥ", "kind": "noun", "lemma": "yoni", "slot": "abl:sg"}, {"form": "prajāḥ", "kind": "noun", "lemma": "prajā", "slot": "nom:pl"}, {"form": "prajāyante", "kind": "verb", "lemma": "prajan", "slot": "3:pl"}]
s166	train	Kāṭhakasaṃhitā	tejaḥ agnau dadhāti	[{"form": "tejaḥ", "kind": "noun", "lemma": "tejas", "slot": "acc:sg"}, {"form": "agnau", "kind": "noun", "lemma": "agni", "slot": "loc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s167	train	Kāṭhakasaṃhitā	satyam eva gacchati	[{"form": "satyam", "kind": "noun", "lemma": "satya", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "gacchati", "kind": "verb", "lemma": "gam", "slot": "3:sg"}]
s168	train	Kāṭhakasaṃhitā	yāvat eva vīryam tat āpnoti	[{"form": "yāvat", "kind": "adj", "lemma": "yāvat", "slot": "n:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "nom:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s169	train	Kāṭhakasaṃhitā	retasaḥ prajāḥ prajāyante	[{"form": "retasaḥ", "kind": "noun", "lemma": "retas", "slot": "abl:sg"}, {"form": "prajāḥ", "kind": "noun", "lemma": "prajā", "slot": "nom:pl"}, {"form": "prajāyante", "kind": "verb", "lemma": "prajan", "slot": "3:pl"}]
s170	train	Kāṭhakasaṃhitā	śiraḥ eva tena kurute	[{"form": "śiraḥ", "kind": "noun", "lemma": "śiras", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tena", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "kurute", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s171	train	Kāṭhakasaṃhitā	retaḥ eva tena dadhāti	[{"form": "retaḥ", "kind": "noun", "lemma": "retas", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tena", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s172	train	Kāṭhakasaṃhitā	agneḥ āyuḥ asi iti	[{"form": "agneḥ", "kind": "noun", "lemma": "agni", "slot": "gen:sg"}, {"form": "āyuḥ", "kind": "noun", "lemma": "āyus", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s173	train	Kāṭhakasaṃhitā	āyuḥ eva tat pibati	[{"form": "āyuḥ", "kind": "noun", "lemma": "āyus", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pibati", "kind": "verb", "lemma": "pā", "slot": "3:sg"}]
s174	eval	Kāṭhakasaṃhitā	haviḥ eva karoti	[{"form": "haviḥ", "kind": "noun", "lemma": "havis", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "karoti", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s175	eval	Kāṭhakasaṃhitā	saṃvatsaram eva vīryam āpnoti	[{"form": "saṃvatsaram", "kind": "noun", "lemma": "saṃvatsara", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "acc:sg"}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s176	train	Kāṭhakasaṃhitā	ṛṣabhaḥ eva anyaḥ bhavati	[{"form": "ṛṣabhaḥ", "kind": "noun", "lemma": "ṛṣabha", "slot": "nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "anyaḥ", "kind": "adj", "lemma": "anya", "slot": "m:nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s177	train	Kāṭhakasaṃhitā	tapasaḥ haviḥ asi prajāpateḥ varṇaḥ	[{"form": "tapasaḥ", "kind": "noun", "lemma": "tapas", "slot": "gen:sg"}, {"form": "haviḥ", "kind": "noun", "lemma": "havis", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "prajāpateḥ", "kind": "noun", "lemma": "prajāpati", "slot": "gen:sg"}, {"form": "varṇaḥ", "kind": "noun", "lemma": "varṇa", "slot": "nom:sg"}]
s178	eval	Kāṭhakasaṃhitā	vīrye eva vīryam dadhāti	[{"form": "vīrye", "kind": "noun", "lemma": "vīrya", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s179	train	Kāṭhakasaṃhitā	saha eva annādyena svargam lokam eti	[{"form": "saha", "kind": "ind", "lemma": "saha", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "annādyena", "kind": "noun", "lemma": "annādya", "slot": "ins:sg"}, {"form": "svargam", "kind": "noun", "lemma": "svarga", "slot": "acc:sg"}, {"form": "lokam", "kind": "noun", "lemma": "loka", "slot": "acc:sg"}, {"form": "eti", "kind": "verb", "lemma": "i", "slot": "3:sg"}]
s180	eval	Kāṭhakasaṃhitā	marutām ojaḥ stha	[{"form": "marutām", "kind": "noun", "lemma": "marut", "slot": "gen:pl"}, {"form": "ojaḥ", "kind": "noun", "lemma": "ojas", "slot": "nom:sg"}, {"form": "stha", "kind": "verb", "lemma": "as", "slot": "2:pl"}]
s181	train	Kāṭhakasaṃhitā	kṣatrasya yoniḥ asi	[{"form": "kṣatrasya", "kind": "noun", "lemma": "kṣatra", "slot": "gen:sg"}, {"form": "yoniḥ", "kind": "noun", "lemma": "yoni", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s182	train	Kāṭhakasaṃhitā	kṣatrasya nābhiḥ asi	[{"form": "kṣatrasya", "kind": "noun", "lemma": "kṣatra", "slot": "gen:sg"}, {"form": "nābhiḥ", "kind": "noun", "lemma": "nābhi", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s183	train	Kāṭhakasaṃhitā	indrasya yoniḥ asi	[{"form": "indrasya", "kind": "noun", "lemma": "indra", "slot": "gen:sg"}, {"form": "yoniḥ", "kind": "noun", "lemma": "yoni", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s184	eval	Kāṭhakasaṃhitā	rakṣāṃsi yajñam ghnanti	[{"form": "rakṣāṃsi", "kind": "noun", "lemma": "rakṣas", "slot": "nom:pl"}, {"form": "yajñam", "kind": "noun", "lemma": "yajña", "slot": "acc:sg"}, {"form": "ghnanti", "kind": "verb", "lemma": "han", "slot": "3:pl"}]
s185	eval	Kāṭhakasaṃhitā	na rakṣāṃsi yajñam ghnanti	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "rakṣāṃsi", "kind": "noun", "lemma": "rakṣas", "slot": "nom:pl"}, {"form": "yajñam", "kind": "noun", "lemma": "yajña", "slot": "acc:sg"}, {"form": "ghnanti", "kind": "verb", "lemma": "han", "slot": "3:pl"}]
s186	train	Kāṭhakasaṃhitā	yāvān eva agniḥ tam saṃbharati	[{"form": "yāvān", "kind": "adj", "lemma": "yāvat", "slot": "m:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "agniḥ", "kind": "noun", "lemma": "agni", "slot": "nom:sg"}, {"form": "tam", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "saṃbharati", "kind": "verb", "lemma": "sambhṛ", "slot": "3:sg"}]
s187	eval	Kāṭhakasaṃhitā	rāṣṭram eva bhavati	[{"form": "rāṣṭram", "kind": "noun", "lemma": "rāṣṭra", "slot": "nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s188	train	Kāṭhakasaṃhitā	pakṣayoḥ eva vīryam dadhāti	[{"form": "pakṣayoḥ", "kind": "noun", "lemma": "pakṣa", "slot": "loc:du"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s189	eval	Kāṭhakasaṃhitā	prajāsu eva ojaḥ vīryam dadhāti	[{"form": "prajāsu", "kind": "noun", "lemma": "prajā", "slot": "loc:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "ojaḥ", "kind": "noun", "lemma": "ojas", "slot": "acc:sg"}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s190	eval	Kāṭhakasaṃhitā	jyotiḥ eva uttamam dadhāti	[{"form": "jyotiḥ", "kind": "noun", "lemma": "jyotis", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "uttamam", "kind": "adj", "lemma": "uttama", "slot": "n:acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s191	train	Kāṭhakasaṃhitā	āyuḥ eva uttamam dadhāti	[{"form": "āyuḥ", "kind": "noun", "lemma": "āyus", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "uttamam", "kind": "adj", "lemma": "uttama", "slot": "n:acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s192	train	Kāṭhakasaṃhitā	tena eva tat āpnoti	[{"form": "tena", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s193	train	Kāṭhakasaṃhitā	indrasya yoniḥ asi iti	[{"form": "indrasya", "kind": "noun", "lemma": "indra", "slot": "gen:sg"}, {"form": "yoniḥ", "kind": "noun", "lemma": "yoni", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s194	train	Kūrmapurāṇa	prapadye bhavataḥ rūpam tat viṣṇoḥ paramam padam	[{"form": "prapadye", "kind": "verb", "lemma": "prapad", "slot": "1:sg"}, {"form": "bhavataḥ", "kind": "adj", "lemma": "bhavat", "slot": "m:gen:sg"}, {"form": "rūpam", "kind": "noun", "lemma": "rūpa", "slot": "acc:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "viṣṇoḥ", "kind": "noun", "lemma": "viṣṇu", "slot": "gen:sg"}, {"form": "paramam", "kind": "adj", "lemma": "parama", "slot": "n:nom:sg"}, {"form": "padam", "kind": "noun", "lemma": "pada", "slot": "nom:sg"}]
s195	train	Kūrmapurāṇa	śive mama pure devi jāyante tatra mānavāḥ	[{"form": "śive", "kind": "noun", "lemma": "śiva", "slot": "loc:sg"}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "pure", "kind": "noun", "lemma": "pura", "slot": "loc:sg"}, {"form": "devi", "kind": "noun", "lemma": "devī", "slot": "voc:sg"}, {"form": "jāyante", "kind": "verb", "lemma": "jan", "slot": "3:pl"}, {"form": "tatra", "kind": "ind", "lemma": "tatra", "slot": ""}, {"form": "mānavāḥ", "kind": "noun", "lemma": "mānava", "slot": "nom:pl"}]
s196	train	Kūrmapurāṇa	vasati atra mahādevaḥ avyayaḥ	[{"form": "vasati", "kind": "verb", "lemma": "vas", "slot": "3:sg"}, {"form": "atra", "kind": "ind", "lemma": "atra", "slot": ""}, {"form": "mahādevaḥ", "kind": "noun", "lemma": "mahādeva", "slot": "nom:sg"}, {"form": "avyayaḥ", "kind": "adj", "lemma": "avyaya", "slot": "m:nom:sg"}]
